ImageID,Caption,ImageURL,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19
21999.jpg,A couple of men standing next to a train on a loading platform.,../data/image_classification/../data/image_classification/data/21999.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10911.jpg,An empty bench sits next to a river.,../data/image_classification/../data/image_classification/data/10911.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11565.jpg,Three people in orange vests watch a space shuttle being transported.,../data/image_classification/../data/image_classification/data/11565.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23495.jpg,A traffic light with a street sigh hanging from it's sides.,../data/image_classification/../data/image_classification/data/23495.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26902.jpg,A man standing on a tennis court holding a racquet.,../data/image_classification/../data/image_classification/data/26902.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14908.jpg,The man is getting ready to surf on the beach.,../data/image_classification/../data/image_classification/data/14908.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15893.jpg,A little boy standing by a red and blue fire hydrant,../data/image_classification/../data/image_classification/data/15893.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26801.jpg,a man sits on a boat next to a dog,../data/image_classification/../data/image_classification/data/26801.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10301.jpg,a red and black bus that is on a road,../data/image_classification/../data/image_classification/data/10301.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28059.jpg,A row of motorcycles parked next to each other.,../data/image_classification/../data/image_classification/data/28059.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6204.jpg,A brown cow standing next to a black horse.,../data/image_classification/../data/image_classification/data/6204.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8797.jpg,A group of Tibet tourists with luggage and one is looking at her cell phone.,../data/image_classification/../data/image_classification/data/8797.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24646.jpg,A tennis player preparing to swing at the ball.,../data/image_classification/../data/image_classification/data/24646.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27836.jpg,Large adult grey cat lying on shelf with computer mouse.,../data/image_classification/../data/image_classification/data/27836.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14972.jpg,A black cat laying on top of a white bed.,../data/image_classification/../data/image_classification/data/14972.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9072.jpg,a person standing next to a parked motorcycle on display,../data/image_classification/../data/image_classification/data/9072.jpg,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4734.jpg,some small birds are standing in the sand,../data/image_classification/../data/image_classification/data/4734.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2774.jpg,A bunch of people near some water with the sun shining.,../data/image_classification/../data/image_classification/data/2774.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
